date,home_team,away_team,home_score,away_score,home_elo,away_elo,Elo_Diff,Match_Outcome
2019-09-08,Sweden,Norway,1,1,1859,1722,137,1.0
2019-09-09,Iraq,Uzbekistan,0,0,1623,1579,44,1.0
2019-09-09,Scotland,Belgium,0,4,1639,2083,-444,0.0
2019-09-10,Jordan,Paraguay,2,4,1478,1738,-260,0.0
2019-09-10,Ivory Coast,Tunisia,2,1,1615,1619,-4,2.0
2019-09-10,United States,Uruguay,1,1,1720,1965,-245,1.0
2019-09-10,Argentina,Mexico,4,0,1970,1901,69,2.0
2019-09-10,Haiti,Curaçao,1,1,1557,1412,145,1.0
2019-10-09,Germany,Argentina,2,2,1964,1970,-6,1.0
2019-10-10,Algeria,DR Congo,1,1,1742,1502,240,1.0
2019-10-10,Brazil,Senegal,1,1,2081,1763,318,1.0
2019-10-11,Czechia,England,2,1,1735,1955,-220,2.0
2019-10-12,Norway,Spain,1,1,1722,2027,-305,1.0
2019-10-13,Ivory Coast,DR Congo,3,1,1615,1502,113,2.0
2019-10-13,Argentina,Ecuador,6,1,1970,1726,244,2.0
2019-10-14,France,Turkey,1,1,2046,1778,268,1.0
2019-10-15,Algeria,Colombia,3,0,1742,1985,-243,2.0
2019-10-15,Canada,United States,2,0,1603,1720,-117,2.0
2019-10-15,Mexico,Panama,3,1,1901,1504,397,2.0
2019-10-15,Sweden,Spain,1,1,1859,2027,-168,1.0
2019-11-14,Jordan,Australia,0,1,1478,1713,-235,0.0
2019-11-14,Iraq,Iran,2,1,1623,1739,-116,2.0
2019-11-14,Uzbekistan,Saudi Arabia,2,3,1579,1554,25,0.0
2019-11-14,Ghana,South Africa,2,0,1630,1531,99,2.0
2019-11-15,United States,Canada,4,1,1720,1603,117,2.0
2019-11-15,Panama,Mexico,0,3,1504,1901,-397,0.0
2019-11-15,Argentina,Brazil,1,0,1970,2081,-111,2.0
2019-11-18,Argentina,Uruguay,2,2,1970,1965,5,1.0
2019-11-19,Brazil,South Korea,3,0,2081,1772,309,2.0
2019-11-19,Saudi Arabia,Paraguay,0,0,1554,1738,-184,1.0
2019-11-19,Colombia,Ecuador,1,0,1985,1726,259,2.0
2019-11-26,Qatar,Iraq,1,2,1668,1623,45,0.0
2019-12-05,Qatar,Saudi Arabia,0,1,1668,1554,114,0.0
2019-12-18,South Korea,Japan,1,0,1772,1744,28,2.0
2020-09-03,Germany,Spain,1,1,1955,2049,-94,1.0
2020-09-04,Norway,Austria,1,2,1763,1786,-23,0.0
2020-09-05,Sweden,France,0,1,1820,2091,-271,0.0
2020-09-05,Portugal,Croatia,4,1,2038,1860,178,2.0
2020-09-06,Switzerland,Germany,1,1,1870,1955,-85,1.0
2020-09-07,Czechia,Scotland,1,2,1760,1659,101,0.0
2020-09-08,France,Croatia,4,2,2091,1860,231,2.0
2020-09-08,Sweden,Portugal,0,2,1820,2038,-218,0.0
2020-10-07,Netherlands,Mexico,0,1,1994,1928,66,0.0
2020-10-07,Switzerland,Croatia,1,2,1870,1860,10,0.0
2020-10-07,Germany,Turkey,3,3,1955,1752,203,1.0
2020-10-07,Portugal,Spain,0,0,2038,2049,-11,1.0
2020-10-08,Uzbekistan,Iran,1,2,1551,1763,-212,0.0
2020-10-08,Belgium,Ivory Coast,1,1,2110,1617,493,1.0
2020-10-08,Argentina,Ecuador,1,0,1994,1826,168,2.0
2020-10-09,Morocco,Senegal,3,1,1681,1755,-74,2.0
2020-10-10,Spain,Switzerland,1,0,2049,1870,179,2.0
2020-10-11,England,Belgium,2,1,1961,2110,-149,2.0
2020-10-11,France,Portugal,0,0,2091,2038,53,1.0
2020-10-11,Bosnia and Herzegovina,Netherlands,0,0,1634,1994,-360,1.0
2020-10-11,Croatia,Sweden,2,1,1860,1820,40,2.0
2020-10-12,Ghana,Qatar,5,1,1603,1638,-35,2.0
2020-10-13,Japan,Ivory Coast,1,0,1744,1617,127,2.0
2020-10-13,Morocco,DR Congo,1,1,1681,1500,181,1.0
2020-10-13,Algeria,Mexico,2,2,1747,1928,-181,1.0
2020-10-13,Ecuador,Uruguay,4,2,1826,1952,-126,2.0
2020-10-13,Germany,Switzerland,3,3,1955,1870,85,1.0
2020-10-14,Scotland,Czechia,1,0,1659,1760,-101,2.0
2020-10-14,Croatia,France,1,2,1860,2091,-231,0.0
2020-10-14,Portugal,Sweden,3,0,2038,1820,218,2.0
2020-11-11,Belgium,Switzerland,2,1,2110,1870,240,2.0
2020-11-11,Netherlands,Spain,1,1,1994,2049,-55,1.0
2020-11-11,Germany,Czechia,1,0,1955,1760,195,2.0
2020-11-11,Turkey,Croatia,3,3,1752,1860,-108,1.0
2020-11-12,Bosnia and Herzegovina,Iran,0,2,1634,1763,-129,0.0
2020-11-12,Iraq,Jordan,0,0,1627,1492,135,1.0
2020-11-12,Argentina,Paraguay,1,1,1994,1769,225,1.0
2020-11-13,Japan,Panama,1,0,1744,1534,210,2.0
2020-11-13,Colombia,Uruguay,0,3,1896,1952,-56,0.0
2020-11-14,Mexico,South Korea,3,2,1928,1773,155,2.0
2020-11-14,Portugal,France,0,1,2038,2091,-53,0.0
2020-11-14,Switzerland,Spain,1,1,1870,2049,-179,1.0
2020-11-14,Sweden,Croatia,2,1,1820,1860,-40,2.0
2020-11-15,Belgium,England,2,0,2110,1961,149,2.0
2020-11-15,Netherlands,Bosnia and Herzegovina,3,1,1994,1634,360,2.0
2020-11-16,United States,Panama,6,2,1745,1534,211,2.0
2020-11-17,Mexico,Japan,2,0,1928,1744,184,2.0
2020-11-17,South Korea,Qatar,2,1,1773,1638,135,2.0
2020-11-17,Iraq,Uzbekistan,2,1,1627,1551,76,2.0
2020-11-17,Uruguay,Brazil,0,2,1952,2135,-183,0.0
2020-11-17,Ecuador,Colombia,6,1,1826,1896,-70,2.0
2020-11-17,France,Sweden,4,2,2091,1820,271,2.0
2020-11-17,Spain,Germany,6,0,2049,1955,94,2.0
2020-11-17,Croatia,Portugal,2,3,1860,2038,-178,0.0
2020-11-18,Austria,Norway,1,1,1786,1763,23,1.0
2021-02-15,Uzbekistan,Jordan,2,0,1524,1529,-5,2.0
2021-03-24,Turkey,Netherlands,4,2,1726,1929,-203,2.0
2021-03-25,Japan,South Korea,3,0,1760,1788,-28,2.0
2021-03-25,South Africa,Ghana,1,1,1548,1600,-52,1.0
2021-03-25,Scotland,Austria,2,2,1728,1730,-2,1.0
2021-03-27,Czechia,Belgium,1,1,1833,2074,-241,1.0
2021-03-27,Norway,Turkey,0,3,1733,1726,7,0.0
2021-03-29,Uzbekistan,Iraq,0,1,1524,1551,-27,0.0
2021-03-31,Bosnia and Herzegovina,France,0,1,1600,2114,-514,0.0
2021-05-30,Switzerland,United States,2,1,1933,1858,75,2.0
2021-06-02,Netherlands,Scotland,2,2,1929,1728,201,1.0
2021-06-02,England,Austria,1,0,2031,1730,301,2.0
2021-06-03,Uruguay,Paraguay,0,0,1847,1729,118,1.0
2021-06-04,Brazil,Ecuador,2,0,2149,1849,300,2.0
2021-06-04,Spain,Portugal,0,0,2036,1972,64,1.0
2021-06-05,Tunisia,DR Congo,1,0,1638,1509,129,2.0
2021-06-06,United States,Mexico,3,2,1858,1839,19,2.0
2021-06-06,Belgium,Croatia,1,0,2074,1858,216,2.0
2021-06-08,Morocco,Ghana,1,0,1764,1600,164,2.0
2021-06-08,Senegal,Cape Verde,2,0,1702,1467,235,2.0
2021-06-08,Colombia,Argentina,2,2,1904,2101,-197,1.0
2021-06-08,Paraguay,Brazil,0,2,1729,2149,-420,0.0
2021-06-11,Tunisia,Algeria,0,2,1638,1799,-161,0.0
2021-06-12,Ghana,Ivory Coast,0,0,1600,1645,-45,1.0
2021-06-12,Haiti,Canada,0,1,1526,1784,-258,0.0
2021-06-12,Panama,Curaçao,2,1,1627,1404,223,2.0
2021-06-13,Colombia,Ecuador,1,0,1904,1849,55,2.0
2021-06-13,England,Croatia,1,0,2031,1858,173,2.0
2021-06-14,Scotland,Czechia,0,2,1728,1833,-105,0.0
2021-06-14,Spain,Sweden,0,0,2036,1820,216,1.0
2021-06-15,Australia,Jordan,1,0,1735,1529,206,2.0
2021-06-15,Iran,Iraq,1,0,1837,1551,286,2.0
2021-06-15,Saudi Arabia,Uzbekistan,3,0,1629,1524,105,2.0
2021-06-15,Canada,Haiti,3,0,1784,1526,258,2.0
2021-06-15,Curaçao,Panama,0,0,1404,1627,-223,1.0
2021-06-15,Germany,France,0,1,1962,2114,-152,0.0
2021-06-17,Netherlands,Austria,2,0,1929,1730,199,2.0
2021-06-18,Argentina,Uruguay,1,0,2101,1847,254,2.0
2021-06-18,England,Scotland,0,0,2031,1728,303,1.0
2021-06-18,Croatia,Czechia,1,1,1858,1833,25,1.0
2021-06-19,Germany,Portugal,4,2,1962,1972,-10,2.0
2021-06-20,Switzerland,Turkey,3,1,1933,1726,207,2.0
2021-06-21,Argentina,Paraguay,1,0,2101,1729,372,2.0
2021-06-22,Scotland,Croatia,1,3,1728,1858,-130,0.0
2021-06-22,England,Czechia,1,0,2031,1833,198,2.0
2021-06-23,Brazil,Colombia,2,1,2149,1904,245,2.0
2021-06-23,France,Portugal,2,2,2114,1972,142,1.0
2021-06-27,Brazil,Ecuador,1,1,2149,1849,300,1.0
2021-06-27,Belgium,Portugal,1,0,2074,1972,102,2.0
2021-06-27,Czechia,Netherlands,2,0,1833,1929,-96,2.0
2021-06-28,Uruguay,Paraguay,1,0,1847,1729,118,2.0
2021-06-28,France,Switzerland,3,3,2114,1933,181,1.0
2021-06-28,Spain,Croatia,5,3,2036,1858,178,2.0
2021-06-29,England,Germany,2,0,2031,1962,69,2.0
2021-06-30,Mexico,Panama,3,0,1839,1627,212,2.0
2021-07-02,Spain,Switzerland,1,1,2036,1933,103,1.0
2021-07-03,Colombia,Uruguay,0,0,1904,1847,57,1.0
2021-07-03,Argentina,Ecuador,3,0,2101,1849,252,2.0
2021-07-06,Argentina,Colombia,1,1,2101,1904,197,1.0
2021-07-10,Brazil,Argentina,0,1,2149,2101,48,0.0
2021-07-11,United States,Haiti,1,0,1858,1526,332,2.0
2021-07-13,Panama,Qatar,3,3,1627,1663,-36,1.0
2021-07-15,Canada,Haiti,4,1,1784,1526,258,2.0
2021-07-18,South Africa,Senegal,0,0,1548,1702,-154,1.0
2021-07-18,United States,Canada,1,0,1858,1784,74,2.0
2021-07-29,United States,Qatar,1,0,1858,1663,195,2.0
2021-07-29,Mexico,Canada,2,1,1839,1784,55,2.0
2021-08-01,United States,Mexico,1,0,1858,1839,19,2.0
2021-09-01,France,Bosnia and Herzegovina,1,1,2114,1600,514,1.0
2021-09-01,Norway,Netherlands,1,1,1733,1929,-196,1.0
2021-09-02,South Korea,Iraq,0,0,1788,1551,237,1.0
2021-09-02,Ecuador,Paraguay,2,0,1849,1729,120,2.0
2021-09-02,Sweden,Spain,2,1,1820,2036,-216,2.0
2021-09-04,Haiti,Jordan,2,0,1526,1529,-3,2.0
2021-09-04,Portugal,Qatar,3,1,1972,1663,309,2.0
2021-09-05,Sweden,Uzbekistan,2,1,1820,1524,296,2.0
2021-09-05,United States,Canada,1,1,1858,1784,74,1.0
2021-09-05,Paraguay,Colombia,1,1,1729,1904,-175,1.0
2021-09-05,Belgium,Czechia,3,0,2074,1833,241,2.0
2021-09-06,South Africa,Ghana,1,0,1548,1600,-52,2.0
2021-09-07,Iran,Iraq,3,0,1837,1551,286,2.0
2021-09-07,Austria,Scotland,0,1,1730,1728,2,0.0
2021-09-07,Netherlands,Turkey,6,1,1929,1726,203,2.0
2021-09-08,Panama,Mexico,1,1,1627,1839,-212,1.0
2021-09-09,Uruguay,Ecuador,1,0,1847,1849,-2,2.0
2021-10-07,Saudi Arabia,Japan,1,0,1629,1760,-131,2.0
2021-10-07,Mexico,Canada,1,1,1839,1784,55,1.0
2021-10-07,Uruguay,Colombia,0,0,1847,1904,-57,1.0
2021-10-07,Paraguay,Argentina,0,0,1729,2101,-372,1.0
2021-10-07,France,Belgium,3,2,2114,2074,40,2.0
2021-10-08,Turkey,Norway,1,1,1726,1733,-7,1.0
2021-10-09,Portugal,Qatar,3,0,1972,1663,309,2.0
2021-10-09,New Zealand,Curaçao,2,1,1528,1404,124,2.0
2021-10-10,Panama,United States,1,0,1627,1858,-231,2.0
2021-10-10,Argentina,Uruguay,3,0,2101,1847,254,2.0
2021-10-10,Colombia,Brazil,0,0,1904,2149,-245,1.0
2021-10-10,France,Spain,2,1,2114,2036,78,2.0
2021-10-12,Japan,Australia,2,1,1760,1735,25,2.0
2021-10-12,Iran,South Korea,1,1,1837,1788,49,1.0
2021-10-12,Jordan,Uzbekistan,3,0,1529,1524,5,2.0
2021-10-13,Canada,Panama,4,1,1784,1627,157,2.0
2021-10-14,Brazil,Uruguay,4,1,2149,1847,302,2.0
2021-10-14,Colombia,Ecuador,0,0,1904,1849,55,1.0
2021-10-27,Ecuador,Mexico,3,2,1849,1839,10,2.0
2021-11-11,Australia,Saudi Arabia,0,0,1735,1629,106,1.0
2021-11-11,Brazil,Colombia,1,0,2149,1904,245,2.0
2021-11-12,United States,Mexico,2,0,1858,1839,19,2.0
2021-11-12,Uruguay,Argentina,0,1,1847,2101,-254,0.0
2021-11-14,Ghana,South Africa,1,0,1600,1548,52,2.0
2021-11-14,Spain,Sweden,1,0,2036,1820,216,2.0
2021-11-16,South Korea,Iraq,3,0,1788,1551,237,2.0
2021-11-16,Canada,Mexico,2,1,1784,1839,-55,2.0
2021-11-16,Argentina,Brazil,0,0,2101,2149,-48,1.0
2021-11-16,Colombia,Paraguay,0,0,1904,1729,175,1.0
2021-11-16,Netherlands,Norway,2,0,1929,1733,196,2.0
2021-12-01,Jordan,Saudi Arabia,1,0,1529,1629,-100,2.0
2021-12-04,Morocco,Jordan,4,0,1764,1529,235,2.0
2021-12-06,Qatar,Iraq,3,0,1663,1551,112,2.0
2021-12-07,Morocco,Saudi Arabia,1,0,1764,1629,135,2.0
2021-12-07,Algeria,Egypt,1,1,1799,1658,141,1.0
2021-12-11,Egypt,Jordan,3,1,1658,1529,129,2.0
2021-12-11,Algeria,Morocco,2,2,1799,1764,35,1.0
2021-12-15,Qatar,Algeria,1,2,1663,1799,-136,0.0
2021-12-15,Tunisia,Egypt,1,0,1638,1658,-20,2.0
2021-12-18,Qatar,Egypt,0,0,1663,1658,5,1.0
2021-12-18,Algeria,Tunisia,2,0,1799,1638,161,2.0
2021-12-18,United States,Bosnia and Herzegovina,1,0,1858,1600,258,2.0
2022-01-05,Algeria,Ghana,3,0,1704,1593,111,2.0
2022-01-10,Morocco,Ghana,1,0,1866,1593,273,2.0
2022-01-20,Ivory Coast,Algeria,3,1,1667,1704,-37,2.0
2022-01-25,Senegal,Cape Verde,2,0,1745,1481,264,2.0
2022-01-26,Egypt,Ivory Coast,0,0,1660,1667,-7,1.0
2022-01-27,Iran,Iraq,1,0,1780,1575,205,2.0
2022-01-27,Paraguay,Uruguay,0,1,1727,1904,-177,0.0
2022-01-27,Ecuador,Brazil,1,1,1842,2133,-291,1.0
2022-01-28,Jordan,New Zealand,3,1,1590,1527,63,2.0
2022-01-30,Egypt,Morocco,2,1,1660,1866,-206,2.0
2022-01-30,Canada,United States,2,0,1711,1817,-106,2.0
2022-02-01,Japan,Saudi Arabia,2,0,1851,1644,207,2.0
2022-02-01,Argentina,Colombia,1,0,2144,1919,225,2.0
2022-02-01,Brazil,Paraguay,4,0,2133,1727,406,2.0
2022-02-02,Mexico,Panama,1,0,1812,1646,166,2.0
2022-02-06,Egypt,Senegal,0,0,1660,1745,-85,1.0
2022-03-24,Australia,Japan,0,2,1773,1851,-78,0.0
2022-03-24,South Korea,Iran,2,0,1788,1780,8,2.0
2022-03-24,Mexico,United States,0,0,1812,1817,-5,1.0
2022-03-24,Paraguay,Ecuador,3,1,1727,1842,-115,2.0
2022-03-24,Sweden,Czechia,1,0,1757,1778,-21,2.0
2022-03-24,Portugal,Turkey,3,1,1998,1711,287,2.0
2022-03-25,Egypt,Senegal,1,0,1660,1745,-85,2.0
2022-03-25,DR Congo,Morocco,1,1,1453,1866,-413,1.0
2022-03-25,France,Ivory Coast,2,1,2081,1667,414,2.0
2022-03-26,England,Switzerland,2,1,1966,1878,88,2.0
2022-03-27,United States,Panama,5,1,1817,1646,171,2.0
2022-03-29,Saudi Arabia,Australia,1,0,1644,1773,-129,2.0
2022-03-29,Senegal,Egypt,1,0,1745,1660,85,2.0
2022-03-29,France,South Africa,5,0,2081,1540,541,2.0
2022-03-29,Morocco,DR Congo,4,1,1866,1453,413,2.0
2022-03-29,England,Ivory Coast,3,0,1966,1667,299,2.0
2022-03-29,Ecuador,Argentina,1,1,1842,2144,-302,1.0
2022-03-29,Austria,Scotland,2,2,1751,1751,0,1.0
2022-03-29,Netherlands,Germany,1,1,2073,1955,118,1.0
2022-03-30,Panama,Canada,1,0,1646,1711,-65,2.0
2022-06-01,Australia,Jordan,2,1,1773,1590,183,2.0
2022-06-01,United States,Morocco,3,0,1817,1866,-49,2.0
2022-06-02,Japan,Paraguay,4,1,1851,1727,124,2.0
2022-06-02,South Korea,Brazil,1,5,1788,2133,-345,0.0
2022-06-02,Uruguay,Mexico,3,0,1904,1812,92,2.0
2022-06-02,Czechia,Switzerland,2,1,1778,1878,-100,2.0
2022-06-02,Spain,Portugal,1,1,1996,1998,-2,1.0
2022-06-03,Croatia,Austria,0,3,1950,1751,199,0.0
2022-06-03,Belgium,Netherlands,1,4,1947,2073,-126,0.0
2022-06-05,Colombia,Saudi Arabia,1,0,1919,1644,275,2.0
2022-06-05,United States,Uruguay,0,0,1817,1904,-87,1.0
2022-06-05,Ecuador,Mexico,0,0,1842,1812,30,1.0
2022-06-05,Portugal,Switzerland,4,0,1998,1878,120,2.0
2022-06-05,Sweden,Norway,1,2,1757,1754,3,0.0
2022-06-05,Czechia,Spain,2,2,1778,1996,-218,1.0
2022-06-06,Japan,Brazil,0,1,1851,2133,-282,0.0
2022-06-06,Croatia,France,1,1,1950,2081,-131,1.0
2022-06-07,Germany,England,1,1,1955,1966,-11,1.0
2022-06-09,Morocco,South Africa,2,1,1866,1540,326,2.0
2022-06-09,Canada,Curaçao,4,0,1711,1362,349,2.0
2022-06-09,Switzerland,Spain,0,1,1878,1996,-118,0.0
2022-06-09,Portugal,Czechia,2,0,1998,1778,220,2.0
2022-06-10,Japan,Ghana,4,1,1851,1593,258,2.0
2022-06-10,South Korea,Paraguay,2,2,1788,1727,61,1.0
2022-06-10,Austria,France,1,1,1751,2081,-330,1.0
2022-06-11,Ecuador,Cape Verde,1,0,1842,1481,361,2.0
2022-06-11,Uruguay,Panama,5,0,1904,1646,258,2.0
2022-06-12,Algeria,Iran,2,1,1704,1780,-76,2.0
2022-06-12,Switzerland,Portugal,1,0,1878,1998,-120,2.0
2022-06-12,Norway,Sweden,3,2,1754,1757,-3,2.0
2022-06-12,Spain,Czechia,2,0,1996,1778,218,2.0
2022-06-13,France,Croatia,0,1,2081,1950,131,0.0
2022-06-14,Japan,Tunisia,0,3,1851,1745,106,0.0
2022-06-14,South Korea,Egypt,4,1,1788,1660,128,2.0
2022-07-27,Japan,South Korea,3,0,1851,1788,63,2.0
2022-08-31,Paraguay,Mexico,1,0,1727,1812,-85,2.0
2022-09-22,Australia,New Zealand,1,0,1773,1527,246,2.0
2022-09-22,France,Austria,2,0,2081,1751,330,2.0
2022-09-23,Japan,United States,2,0,1851,1817,34,2.0
2022-09-23,Iran,Uruguay,1,0,1780,1904,-124,2.0
2022-09-23,Ecuador,Saudi Arabia,0,0,1842,1644,198,1.0
2022-09-23,Canada,Qatar,2,0,1711,1577,134,2.0
2022-09-23,Brazil,Ghana,3,0,2133,1593,540,2.0
2022-09-24,Spain,Switzerland,1,2,1996,1878,118,0.0
2022-09-24,Czechia,Portugal,0,4,1778,1998,-220,0.0
2022-09-25,New Zealand,Australia,0,2,1527,1773,-246,0.0
2022-09-25,Austria,Croatia,1,3,1751,1950,-199,0.0
2022-09-25,Netherlands,Belgium,1,0,2073,1947,126,2.0
2022-09-26,England,Germany,3,3,1966,1955,11,1.0
2022-09-27,Ecuador,Japan,0,0,1842,1851,-9,1.0
2022-09-27,Iran,Senegal,1,1,1780,1745,35,1.0
2022-09-27,Saudi Arabia,United States,0,0,1644,1817,-173,1.0
2022-09-27,Brazil,Tunisia,5,1,2133,1745,388,2.0
2022-09-27,Morocco,Paraguay,0,0,1866,1727,139,1.0
2022-09-27,Uruguay,Canada,2,0,1904,1711,193,2.0
2022-09-27,Colombia,Mexico,3,2,1919,1812,107,2.0
2022-09-27,Switzerland,Czechia,2,1,1878,1778,100,2.0
2022-09-27,Portugal,Spain,0,1,1998,1996,2,0.0
2022-11-05,Qatar,Panama,2,1,1577,1646,-69,2.0
2022-11-09,Mexico,Iraq,4,0,1812,1575,237,2.0
2022-11-10,Panama,Saudi Arabia,1,1,1646,1644,2,1.0
2022-11-12,Ecuador,Iraq,0,0,1842,1575,267,1.0
2022-11-16,Tunisia,Iran,2,0,1745,1780,-35,2.0
2022-11-16,Saudi Arabia,Croatia,0,1,1644,1950,-306,0.0
2022-11-16,Sweden,Mexico,2,1,1757,1812,-55,2.0
2022-11-16,Turkey,Scotland,2,1,1711,1751,-40,2.0
2022-11-17,Canada,Japan,2,1,1711,1851,-140,2.0
2022-11-17,Jordan,Spain,1,3,1590,1996,-406,0.0
2022-11-17,Ghana,Switzerland,2,0,1593,1878,-285,2.0
2022-11-18,Egypt,Belgium,2,1,1660,1947,-287,2.0
2022-11-19,Sweden,Algeria,2,0,1757,1704,53,2.0
2022-11-19,Colombia,Paraguay,2,0,1919,1727,192,2.0
2022-11-19,Turkey,Czechia,2,1,1711,1778,-67,2.0
2022-11-20,Qatar,Ecuador,0,2,1577,1842,-265,0.0
2022-11-21,England,Iran,6,2,1966,1780,186,2.0
2022-11-21,Netherlands,Senegal,2,0,2073,1745,328,2.0
2022-11-22,France,Australia,4,1,2081,1773,308,2.0
2022-11-22,Saudi Arabia,Argentina,2,1,1644,2144,-500,2.0
2022-11-23,Japan,Germany,2,1,1851,1955,-104,2.0
2022-11-23,Croatia,Morocco,0,0,1950,1866,84,1.0
2022-11-23,Belgium,Canada,1,0,1947,1711,236,2.0
2022-11-24,South Korea,Uruguay,0,0,1788,1904,-116,1.0
2022-11-24,Portugal,Ghana,3,2,1998,1593,405,2.0
2022-11-25,Qatar,Senegal,1,3,1577,1745,-168,0.0
2022-11-25,England,United States,0,0,1966,1817,149,1.0
2022-11-25,Ecuador,Netherlands,1,1,1842,2073,-231,1.0
2022-11-26,Australia,Tunisia,1,0,1773,1745,28,2.0
2022-11-26,Argentina,Mexico,2,0,2144,1812,332,2.0
2022-11-27,Morocco,Belgium,2,0,1866,1947,-81,2.0
2022-11-27,Croatia,Canada,4,1,1950,1711,239,2.0
2022-11-27,Germany,Spain,1,1,1955,1996,-41,1.0
2022-11-28,Ghana,South Korea,3,2,1593,1788,-195,2.0
2022-11-28,Portugal,Uruguay,2,0,1998,1904,94,2.0
2022-11-28,Brazil,Switzerland,1,0,2133,1878,255,2.0
2022-11-29,United States,Iran,1,0,1817,1780,37,2.0
2022-11-29,Qatar,Netherlands,0,2,1577,2073,-496,0.0
2022-11-29,Senegal,Ecuador,2,1,1745,1842,-97,2.0
2022-11-30,Mexico,Saudi Arabia,2,1,1812,1644,168,2.0
2022-11-30,Tunisia,France,1,0,1745,2081,-336,2.0
2022-12-01,Japan,Spain,2,1,1851,1996,-145,2.0
2022-12-01,Morocco,Canada,2,1,1866,1711,155,2.0
2022-12-01,Belgium,Croatia,0,0,1947,1950,-3,1.0
2022-12-02,South Korea,Portugal,2,1,1788,1998,-210,2.0
2022-12-02,Uruguay,Ghana,2,0,1904,1593,311,2.0
2022-12-03,Argentina,Australia,2,1,2144,1773,371,2.0
2022-12-03,Netherlands,United States,3,1,2073,1817,256,2.0
2022-12-04,England,Senegal,3,0,1966,1745,221,2.0
2022-12-05,Croatia,Japan,1,1,1950,1851,99,1.0
2022-12-05,Brazil,South Korea,4,1,2133,1788,345,2.0
2022-12-06,Morocco,Spain,0,0,1866,1996,-130,1.0
2022-12-06,Portugal,Switzerland,6,1,1998,1878,120,2.0
2022-12-09,Argentina,Netherlands,2,2,2144,2073,71,1.0
2022-12-09,Brazil,Croatia,1,1,2133,1950,183,1.0
2022-12-10,Morocco,Portugal,1,0,1866,1998,-132,2.0
2022-12-10,France,England,2,1,2081,1966,115,2.0
2022-12-13,Argentina,Croatia,3,0,2144,1950,194,2.0
2022-12-14,France,Morocco,2,0,2081,1866,215,2.0
2022-12-17,Croatia,Morocco,2,1,1950,1866,84,2.0
2022-12-18,Argentina,France,3,3,2144,2081,63,1.0
2023-01-09,Iraq,Saudi Arabia,2,0,1621,1586,35,2.0
2023-01-16,Iraq,Qatar,2,1,1621,1534,87,2.0
2023-01-28,United States,Colombia,0,0,1774,1984,-210,1.0
2023-03-23,Argentina,Panama,2,0,2139,1765,374,2.0
2023-03-24,Japan,Uruguay,1,1,1905,2006,-101,1.0
2023-03-24,Australia,Ecuador,3,1,1784,1883,-99,2.0
2023-03-24,South Korea,Colombia,2,2,1799,1984,-185,1.0
2023-03-24,Sweden,Belgium,0,3,1691,1990,-299,0.0
2023-03-24,France,Netherlands,4,0,2109,1970,139,2.0
2023-03-25,Morocco,Brazil,2,1,1846,2011,-165,2.0
2023-03-25,Curaçao,Canada,0,2,1337,1705,-368,0.0
2023-03-25,Spain,Norway,3,0,2033,1755,278,2.0
2023-03-28,Japan,Colombia,1,2,1905,1984,-79,0.0
2023-03-28,Australia,Ecuador,1,2,1784,1883,-99,0.0
2023-03-28,South Korea,Uruguay,1,2,1799,2006,-207,0.0
2023-03-28,Argentina,Curaçao,7,0,2139,1337,802,2.0
2023-03-28,Scotland,Spain,2,0,1800,2033,-233,2.0
2023-03-28,Germany,Belgium,2,3,1885,1990,-105,0.0
2023-03-28,Turkey,Croatia,0,2,1765,1951,-186,0.0
2023-04-19,United States,Mexico,1,1,1774,1794,-20,1.0
2023-06-12,Morocco,Cape Verde,0,0,1846,1479,367,1.0
2023-06-14,Netherlands,Croatia,2,4,1970,1951,19,0.0
2023-06-15,Argentina,Australia,2,0,2139,1784,355,2.0
2023-06-15,United States,Mexico,3,0,1774,1794,-20,2.0
2023-06-15,Canada,Panama,2,0,1705,1765,-60,2.0
2023-06-16,Colombia,Iraq,1,0,1984,1621,363,2.0
2023-06-16,Sweden,New Zealand,4,1,1691,1525,166,2.0
2023-06-17,South Africa,Morocco,2,1,1486,1846,-360,2.0
2023-06-17,Norway,Scotland,1,2,1755,1800,-45,0.0
2023-06-17,Belgium,Austria,1,1,1990,1835,155,1.0
2023-06-17,Portugal,Bosnia and Herzegovina,3,0,2032,1485,547,2.0
2023-06-18,United States,Canada,2,0,1774,1705,69,2.0
2023-06-18,Mexico,Panama,1,0,1794,1765,29,2.0
2023-06-18,Croatia,Spain,0,0,1951,2033,-82,1.0
2023-06-19,New Zealand,Qatar,1,0,1525,1534,-9,2.0
2023-06-20,Uzbekistan,Iran,0,1,1643,1827,-184,0.0
2023-06-20,Algeria,Tunisia,1,1,1723,1738,-15,1.0
2023-06-20,Senegal,Brazil,4,2,1731,2011,-280,2.0
2023-06-20,Germany,Colombia,0,2,1885,1984,-99,0.0
2023-06-20,Austria,Sweden,2,0,1835,1691,144,2.0
2023-06-25,Haiti,Qatar,2,1,1496,1534,-38,2.0
2023-06-29,Mexico,Haiti,3,1,1794,1496,298,2.0
2023-07-02,Qatar,Mexico,1,0,1534,1794,-260,2.0
2023-07-08,Panama,Qatar,4,0,1765,1534,231,2.0
2023-07-09,United States,Canada,2,2,1774,1705,69,1.0
2023-07-12,United States,Panama,1,1,1774,1765,9,1.0
2023-07-16,Mexico,Panama,1,0,1794,1765,29,2.0
